t0,s_r,s_f,N,d_r,d_f,total_integral,tail_integral,fom
89.12213274705249,6.42053913105727,51.91594470159317,151.22660076430088,11.32113211321132,69.3069306930693,3954.0154086696207,8043.636467173978,0.49157062540132546
117.30914034829053,5.867447945766604,49.00396071910649,464.4585747957521,10.001000100010003,59.26592659265927,12004.722530441157,22930.747149058836,0.5235207755074773
55.73316447949823,5.8143640150571905,51.502122671912616,327.68931012332695,10.281028102810282,63.32633263326332,8751.981940029531,16921.185640052994,0.5172203725082541
54.46541064218911,5.657545916887932,51.06214934761676,315.8194229366016,9.540954095409546,64.04640464046405,8513.956716229923,16135.77844722083,0.5276446217998448
78.53442192751473,6.475211318818074,50.30103023201246,211.17117323283085,10.841084108410854,63.6063606360636,5462.546535665094,10883.325623518782,0.5019188733874298
116.17625328817529,6.448236395876764,51.515886152548106,443.81673168888545,11.10111011101111,62.8862886288629,12025.15162923341,23221.538338402755,0.5178447462865432
131.26675114173838,6.304603713592954,49.20480128998149,315.79759836716994,10.601060106010607,51.66516651665165,7925.474712345584,15531.876142317107,0.5102715627993174
57.73483797377911,5.693913668178333,50.5104312042358,599.8876742327485,9.640964096409647,61.38613861386138,16216.31360555139,30255.694999699124,0.5359755776792651
135.22097199440753,5.844659350392288,49.0727289790505,446.40253449940565,9.960996099609943,47.784778477847766,10918.086411421367,21389.57715107285,0.5104395628912067
41.94664311298595,6.178528624995527,49.56154750783741,175.84813117012678,10.901090109010905,64.36643664366437,4345.999536545244,8923.429520797561,0.4870324269851807
73.97196119414464,6.140805521204729,50.57293345330705,715.4452207929688,10.361036103610367,60.82608260826082,19343.528355255447,36466.26729347131,0.5304499141517176
99.77870502015321,5.937240255204372,48.19618261010779,259.6790169403316,10.541054105410538,61.0861086108611,6510.7414030301,12745.826130235868,0.5108136056858023
95.07625057178626,6.079867789310258,51.984814615449764,335.24715347894147,10.621062106210616,64.18641864186421,9166.594504292723,17548.639835737442,0.522353560737234
134.38629668916963,5.839527389375311,50.35357640221753,699.6265834514397,10.081008100810081,48.444844484448424,17618.021181666238,34157.33734400427,0.5157902386896318
139.33762084053012,6.235006163535928,49.29347500186328,85.03923897487057,11.881188118811878,38.34383438343835,1635.2432938332295,4066.596282523017,0.402115966333074
90.52246298957107,5.567092335896011,48.60983199455816,752.2844730739707,9.520952095209523,58.6858685868587,19677.000808962766,36556.54752529005,0.5382620116232282
81.09827559905432,5.686137011734648,51.94084058604895,454.12813055504324,9.78097809780978,62.086208620862095,12293.826121535643,23455.31255471585,0.5241382349033711
