t0,s_r,s_f,N,d_r,d_f,total_integral,tail_integral,fom
44.382781828492995,6.058366725284868,100.25240954754616,575.38104480607,10.281028102810282,121.5121512151215,30789.61610637062,53923.319612614934,0.5709888843558443
37.99238141146089,5.914302422473547,99.61640637364563,387.689448890694,10.281028102810279,122.73227322732275,20492.318140162824,36150.84632993706,0.5668558338340429
49.6112114411376,5.567324372569375,101.55516229411487,433.09261729475946,9.520952095209516,115.25152515251524,22934.58094471228,40501.78732036589,0.5662609593819055
31.394685831879908,5.771986261633449,100.71323692276921,229.12208803084195,10.00100010001,125.57255725572557,11629.644217495616,21630.404972764467,0.5376526344346706
38.07153888386165,6.47882211769671,99.67881646335947,153.5338156707295,11.68116811681168,122.27222722272226,7487.9277241857835,14492.31114356862,0.5166827878594621
36.49462300598896,5.975437117989049,100.23661016851483,715.0556656652678,10.161016101610162,120.65206520652066,38127.28894052024,66884.96725343273,0.5700427241902168
42.95249199694986,6.335144049403956,101.73540921585547,148.06447095149645,11.101110111011103,117.27172717271726,7359.502028613741,14113.091611146561,0.5214663258333265
41.23180907376582,5.861834724491324,99.14897551611956,131.56074876853273,10.301030103010305,118.25182518251825,6239.995400751971,12232.871275519708,0.5101006346105663
44.16896384705878,6.3310621084451295,100.71854942001575,439.3879166133474,10.82108210821082,120.35203520352034,23127.748704943126,41487.0484015267,0.557469128222967
45.32382786260097,6.128905484406503,98.094734734062,699.7817014917655,10.341034103410337,118.73187318731873,36488.51907679051,64340.871048666115,0.5671126063741248
42.736749938482326,5.62781872550648,100.00611432606782,488.46756135516773,9.48094809480948,122.4922492249225,25843.26514604788,45503.626702571055,0.5679385802579925
40.22677386787788,5.6899088629620405,99.23292279042337,81.86166934499138,9.74097409740974,113.9113911391139,3531.793905003656,7607.992656213177,0.4642215186839548
47.99234919866275,5.825022452140818,99.69091786827532,712.4802368024856,10.02100210021002,118.73187318731873,38135.488138580164,66045.9256837632,0.5774086401813493
44.22820773981735,6.198099074429538,101.09794306532802,172.65433074360004,11.361136113611362,115.73157315731572,8447.329590834644,16330.96451886949,0.5172584620506793
43.47775827946798,6.383538398708057,99.09881048626085,319.2070134891089,11.2011201120112,121.35213521352135,16546.58687527679,29808.730520793593,0.5550919675607934
33.9759548663164,6.045926835675689,100.7854018106112,569.8313283200154,10.26102610261026,122.6922692269227,30652.39963105269,53686.613913788795,0.5709505106854945
41.09169817619609,6.4131553159022054,98.0034790050408,620.8838203824014,10.921092109210921,119.21192119211922,32524.85993111861,57270.53226636083,0.5679161454244566
48.43257390899953,5.862393845885551,101.02835914296244,688.0651184873276,10.021002100210026,117.39173917391739,36870.8521711899,64425.84884707798,0.5722990512504853
30.753661598321806,5.675349354022099,100.43441296254198,485.35361685824734,9.74097409740974,122.57225722572258,25936.228439498947,45389.000795582535,0.5714210047563589
45.41402500733951,6.497737960582466,101.95046084985893,731.1353362070397,11.081108110811083,120.11201120112011,39668.24027318471,69727.82240069477,0.5689011775705397
30.837712701286275,5.579358516336634,99.69275478550922,698.1544008904866,9.540954095409539,119.41194119411941,36962.84897427554,64606.153625972685,0.572125825478889
42.413621769657894,5.804754270091333,100.4699134808499,554.3386438745476,9.800980098009802,122.79227922792279,29664.264203940616,51944.31821015833,0.5710781318550335
48.31993670860507,6.004383792040116,98.70166296054828,740.7591503923211,10.241024102410236,118.25182518251825,39020.339765197525,68279.415535265,0.5714802837620113
45.43960591061918,5.928304100958595,98.48638544688842,662.1646673746554,10.081008100810081,119.21192119211922,34829.52053444654,60930.41465329135,0.5716278271309141
42.39967738320683,5.869621781267148,101.4364344429479,455.3342545289445,10.201020102010201,122.21222122212222,24499.41220572632,43025.573180932566,0.5694151267363848
39.0817406093667,6.211945815715336,100.47821675026643,182.90544238902163,10.96109610961096,122.73227322732272,9241.784686374038,17297.397808508438,0.5342875725404248
47.49926908638328,6.379024701194709,98.06599225606351,176.68485738815343,10.921092109210925,113.7913791379138,8427.467067830095,16302.49417116569,0.5169434185559043
44.02324363380144,6.483849356437358,101.05767156730839,256.57498524594814,11.121112111211119,119.03190319031903,13238.007145956999,24339.083476265,0.543899163617498
40.65830981025912,6.169743923085641,100.43096037832733,250.48762689231398,10.781078107810782,121.29212921292128,12646.67424148133,23631.995259694148,0.5351505068660465
46.36636544720956,5.511256182993363,100.50945030159171,409.93077966282715,9.640964096409647,118.25182518251825,21468.788102843715,38152.39107043754,0.5627114710374955
46.18253308029165,5.850893021462707,100.91153566081891,595.4834079209218,9.900990099009903,119.87198719871986,32120.907475507367,55836.78648897369,0.575264256689457
35.523842170962006,5.988933951586898,99.58727178721773,782.1862423565376,10.321032103210324,120.93209320932094,41917.91810087815,72773.80533257141,0.5760028338399521
49.6958505201727,6.388294938932334,99.11507762717414,371.30994251048173,11.061106110611057,115.93159315931592,19302.92680122893,34466.78615247364,0.560044290634959
42.43273269081571,6.052236885383886,100.96841454834248,399.6162017860421,10.481048104810483,121.45214521452147,21049.367040869343,37720.22291603702,0.5580393066001754
46.82285464585841,5.764423074082689,99.20389594603193,706.8636477674413,9.820982098209818,120.07200720072007,37783.47320060874,65302.180517989924,0.5785943578132108
43.88892542973539,5.804606315005255,101.18090637430215,319.3511196287741,9.960996099609961,119.95199519951994,16728.215185326706,30065.845471995133,0.55638598957439
31.02529708562502,5.924732755550253,99.29300686678441,432.4527554037952,10.14101410141014,122.07220722072209,22824.01520186222,40184.24810514686,0.5679841300536587
37.066454052465126,5.7090162945550205,99.91611284838626,73.55529004719095,10.24102410241024,114.95149514951494,3099.948546330928,6892.403244974142,0.44976308497204853
30.476455275061994,6.425416080995541,100.24902108518022,529.2850558808216,10.981098109810983,122.69226922692269,28187.589225095497,49916.411399377466,0.5646958271813394
40.94520386869027,6.291004827167082,99.9082755957002,560.3153405847877,10.561056105610565,121.0921092109211,29829.073905432982,52505.075604135374,0.5681179116916385
