t0,t1,t2,t3,t4,s_r,s_f,N,d_r,d_f,total_integral,tail_integral,fom
33.7452,21.582158215821583,31.103110311031106,45.564556455645565,200.0,5.5551,101.5407,383.3172,9.520952095209523,154.43544354435443,27075.076686570326,33944.44768462881,0.7976290242846059
37.3728,23.602360236023603,34.283428342834284,49.48494849484949,200.0,6.2171,101.8773,442.6563,10.681068106810681,150.5150515051505,30902.99937373048,39314.91995259761,0.7860374486579277
38.2087,24.422442244224424,35.243524352435244,51.10511051105111,200.0,6.2212,100.8997,325.8756,10.82108210821082,148.89488948894888,22320.211528155633,28738.4181917703,0.7766680608241472
30.6472,18.061806180618063,27.902790279027904,43.96439643964397,200.0,5.6569,98.1537,273.1729,9.840984098409841,156.03560356035604,18635.521735722472,23923.642339830632,0.7789583822985042
38.5365,25.802580258025802,35.723572357235724,50.545054505450544,200.0,5.8204,100.0529,598.4705,9.920992099209922,149.45494549454946,41182.640412758075,52195.36195310227,0.7890095761719371
34.3945,21.202120212021203,31.523152315231524,45.72457245724573,200.0,6.0369,100.7729,694.4791,10.321032103210321,154.27542754275427,49012.207152985284,61557.328298050445,0.7962042620770715
30.3602,17.52175217521752,27.302730273027304,44.68446844684469,200.0,5.7819,101.3954,210.6427,9.780978097809783,155.31553155315532,14535.970329139478,18835.986153189737,0.7717127317317505
36.1283,23.082308230823084,33.143314331433146,48.94489448944895,200.0,5.8068,98.101,264.802,10.061006100610062,151.05510551055104,17907.818640958154,22968.963227695556,0.7796528934908665
37.6045,24.582458245824583,34.763476347634764,49.38493849384939,200.0,5.9248,100.6037,749.8242,10.181018101810182,150.6150615061506,52084.20526658126,65832.15442210108,0.7911666528886319
36.1276,22.722272227222724,33.16331633163316,47.56475647564757,200.0,6.1526,101.5532,747.4483,10.441044104410437,152.43524352435242,52703.712855738195,66383.12171981661,0.7939324257479916
34.9429,22.482248224822484,32.26322632263226,46.72467246724673,200.0,5.6812,101.0067,722.6092,9.78097809780978,153.27532753275327,50710.74814455752,63746.27519719382,0.795509196226572
37.7908,24.462446244624463,34.963496349634966,49.00490049004901,200.0,5.9843,98.4175,482.8527,10.501050105010503,150.995099509951,33260.38602157071,41905.62610382758,0.7936973889654586
31.6494,18.181818181818183,28.382838283828384,52.40524052405241,200.0,5.7377,98.188,81.7341,10.201020102010201,147.5947594759476,5051.280620275675,7157.072395595893,0.7057746996361225
39.9347,25.782578257825783,36.683668366836685,53.66536653665367,200.0,6.2988,101.8533,245.3411,10.901090109010902,146.33463346334634,16646.43680532591,21687.004421916306,0.7675765855658454
32.9527,18.74187418741874,29.862986298629863,46.82468246824683,200.0,6.3252,100.4898,251.7845,11.121112111211122,153.17531753175317,17239.72648620393,22448.913237489585,0.7679537224730177
31.5631,18.161816181618164,28.242824282428245,46.16461646164617,200.0,6.0305,100.6814,189.4506,10.081008100810081,153.83538353835382,12919.114863771254,16888.42293338502,0.764968695699393
32.2916,19.1019101910191,29.322932293229325,45.40454045404541,200.0,5.8249,100.1649,306.3444,10.221022102210224,154.59545954595458,21168.281226782874,27117.294169786423,0.7806192275027268
33.0502,18.921892189218923,29.942994299429945,44.58445844584459,200.0,6.4707,100.7419,790.278,11.021102110211022,155.41554155415542,55821.155461874216,70657.08891459662,0.790029087234904
34.2163,21.462146214621463,31.403140314031404,45.62456245624563,200.0,5.8559,100.9381,787.9108,9.940994099409941,154.37543754375437,55641.03711695048,69753.03065945974,0.7976863025292017
37.0273,24.202420242024203,34.243424342434245,48.304830483048306,200.0,5.9271,98.6453,780.5781,10.041004100410042,151.6951695169517,53925.15382081461,67865.37771611843,0.7945900492351797
30.8094,16.361636163616364,27.662766276627664,44.96449644964497,200.0,6.1911,98.5276,198.1365,11.3011301130113,155.03550355035503,13403.876592578372,17523.625523744267,0.7649031631277619
31.3104,17.801780178017804,28.402840284028404,42.784278427842786,200.0,6.1733,99.5387,646.4169,10.6010601060106,157.2157215721572,45521.30287858232,57384.77798267214,0.7932644244494227
31.0336,18.5018501850185,28.262826282628264,42.644264426442646,200.0,5.7429,98.8692,660.1885,9.760976097609763,157.35573557355735,46222.583754127845,58068.37569395292,0.7960026985728368
34.3967,20.622062206220622,31.383138313831385,45.984598459845984,200.0,6.2357,98.4244,586.443,10.761076107610762,154.01540154015402,40579.21099785669,51448.73575741979,0.7887309649198614
39.1072,25.042504250425043,36.023602360236026,50.845084508450846,200.0,6.4814,101.4819,692.642,10.981098109810983,149.15491549154916,48213.37924150764,61348.62149366941,0.7858918108939547
33.8807,20.242024202420243,30.943094309430943,46.48464846484649,200.0,6.1575,100.5245,419.1761,10.7010701070107,153.5153515351535,29099.902778210035,37213.71006958639,0.7819672567931484
37.8632,24.082408240824083,34.863486348634865,49.48494849484949,200.0,6.3181,98.9833,730.8162,10.781078107810782,150.5150515051505,50264.85953504017,63896.76698067546,0.7866573210228611
38.8429,24.922492249224923,35.783578357835786,51.705170517051705,200.0,6.2624,101.843,388.5484,10.861086108610863,148.2948294829483,26745.000276050905,34409.54734317567,0.7772552195853036
36.6103,24.062406240624064,33.88338833883388,48.344834483448345,200.0,5.6772,101.9334,421.5065,9.820982098209818,151.65516551655165,29644.064033107596,37234.068870237956,0.7961542998810633
36.341,24.082408240824083,33.663366336633665,47.92479247924793,200.0,5.5882,101.5427,788.2456,9.580958095809581,152.0752075207521,55439.74401023923,69433.72940923934,0.7984555126440036
36.5298,22.482248224822484,33.26332633263326,48.724872487248724,200.0,6.4197,100.7858,344.5441,10.781078107810778,151.27512751275128,23909.038054079447,30559.253319845888,0.7823829268286592
36.0042,22.982298229822984,33.12331233123312,48.28482848284829,200.0,6.0025,101.7805,493.3468,10.14101410141014,151.7151715171517,34481.47611224412,43788.765423639044,0.7874502918419698
33.5691,20.982098209820983,30.643064306430645,47.74477447744775,200.0,5.7384,99.9932,225.3293,9.660966096609663,152.25522552255225,15288.093278406684,19840.956902367987,0.7705320541562224
33.0043,20.3020302030203,30.163016301630165,45.424542454245426,200.0,5.831,101.6761,450.6245,9.860986098609864,154.57545754575457,31683.042388645565,40148.02629097463,0.7891556650636145
30.6287,16.32163216321632,27.542754275427544,42.66426642664267,200.0,6.44,98.8336,380.7578,11.221122112211223,157.33573357335734,26535.93317250262,33842.89896242755,0.784091611122406
34.5287,21.402140214021404,31.683168316831686,47.524752475247524,200.0,5.9075,100.472,299.1776,10.281028102810282,152.4752475247525,20621.290212818552,26425.333232757515,0.7803606498046305
34.4742,20.842084208420843,31.343134313431346,46.64466446644665,200.0,6.2233,100.0512,408.5458,10.501050105010503,153.35533553355336,28378.23653675922,36155.68784106243,0.7848899642431842
33.1997,19.34193419341934,30.203020302030204,44.78447844784478,200.0,6.1872,98.4261,445.8895,10.861086108610863,155.21552155215522,30953.777110961757,39197.739866135365,0.7896827015198413
31.7938,18.48184818481848,28.922892289228923,47.144714471447145,200.0,5.7995,101.3884,169.6474,10.441044104410441,152.85528552855286,11509.977906419497,15132.979601389674,0.7605890055757775
37.3656,23.942394239423944,34.40344034403441,48.70487048704871,200.0,6.1591,101.3093,775.8468,10.461046104610464,151.2951295129513,54492.5550700272,68629.11565524149,0.7940151136985455
34.9273,21.922192219221923,32.02320232023202,46.20462046204621,200.0,5.9844,98.5324,660.4612,10.1010101010101,153.7953795379538,45853.42775266473,57697.45042943623,0.7947219055847763
31.0353,18.181818181818183,28.142814281428144,46.284628462846285,200.0,5.671,99.2279,176.629,9.960996099609961,153.71537153715371,11836.937300869877,15559.649926956467,0.7607457337689109
32.8898,20.542054205420545,30.143014301430146,44.24442444244425,200.0,5.6022,98.2028,594.8859,9.6009600960096,155.75557555755574,41386.324751844426,51827.09451093212,0.7985461107242782
39.4974,27.042704270427045,36.62366236623662,53.66536653665367,200.0,5.5564,99.3955,226.1182,9.580958095809578,146.33463346334634,15018.304422542913,19539.3985775779,0.7686165141120008
35.4331,21.402140214021404,32.34323432343235,47.06470647064707,200.0,6.3741,99.3109,474.1976,10.941094109410944,152.93529352935292,32907.741821670345,41795.90543301896,0.7873436759112071
31.2799,17.201720172017204,28.222822282228226,43.08430843084309,200.0,6.4408,99.136,493.8228,11.021102110211022,156.9156915691569,34533.6519463032,43900.63416110192,0.7866321889468668
33.268,21.142114211421145,30.583058305830583,44.90449044904491,200.0,5.5692,100.2248,697.5607,9.440944094409438,155.0955095509551,49003.56471122202,61392.743495123315,0.7981979941182231
30.2295,16.541654165416542,27.302730273027304,42.04420442044205,200.0,6.2002,101.0447,413.446,10.761076107610762,157.95579557955796,29381.67723808131,37116.85204321858,0.7915993846641279
37.213,23.942394239423944,34.32343234323432,50.00500050005001,200.0,5.9495,99.5797,293.9096,10.38103810381038,149.99499949994998,20031.972378408882,25695.411559424625,0.7795933656124495
32.959,19.58195819581958,30.063006300630065,44.82448244824483,200.0,6.1393,100.2687,580.4762,10.481048104810483,155.17551755175518,40706.583060146,51537.71595999607,0.789840649743631
