t0,t1,t2,t3,t4,s_r,s_f,N,d_r,d_f,total_integral,tail_integral,fom
49.1401,36.22362236223623,46.284628462846285,52.085208520852085,108.55085508550856,5.7717,23.201,303.3769,10.061006100610058,56.465646564656474,5655.811713431609,8634.096427473454,0.6550554260009158
166.1936,153.81538153815382,163.55635563556356,168.7968796879688,200.0,5.642,24.1121,648.4451,9.740974097409747,31.20312031203119,10187.489049773525,16243.435446786989,0.6271757648280399
32.2864,18.001800180018,28.802880288028803,37.303730373037304,199.53995399539954,5.6411,24.7629,56.5526,10.801080108010801,162.23622362236225,1141.9288186615345,1794.0728214279236,0.6365008181511049
102.0285,88.72887288728873,99.14991499149916,105.07050705070507,163.8963896389639,6.0578,25.5198,591.4374,10.421042104210429,58.825882588258835,12060.946979821472,18121.075882990986,0.665575656638702
110.687,96.02960296029603,107.4907490749075,114.61146114611462,184.55845584558458,6.4103,23.8526,143.8265,11.461146114611466,69.94699469946995,2755.1709236634624,4405.464371770247,0.6253985258213205
113.6293,100.13001300130013,110.5910591059106,116.63166316631664,179.09790979097912,5.9569,25.3154,301.1837,10.461046104610475,62.466246624662475,6197.664985894413,9246.25096586283,0.6702895053115258
48.2592,34.26342634263427,45.16451645164517,51.72517251725173,118.85188518851886,6.1316,23.9777,149.4678,10.901090109010902,67.12671267126714,2912.853727634456,4518.043178412119,0.6447157790683593
138.3685,125.11251125112511,135.43354335433543,141.11411141114112,195.51955195519554,6.0776,23.9535,782.1519,10.321032103210314,54.405440544054414,14982.56299514827,22795.49184267954,0.657259913431511
47.6826,34.20342034203421,44.72447244724473,50.465046504650466,106.990699069907,6.1933,24.7965,764.8767,10.521052105210522,56.52565256525653,15218.339119670172,22993.304874726357,0.6618595805424116
69.0304,56.42564256425643,66.22662266226622,71.74717471747175,125.2925292529253,5.7228,23.0616,506.3424,9.800980098009795,53.545354535453555,9361.240981005922,14190.314210323015,0.6596922973133258
111.2544,98.14981498149815,108.2908290829083,114.11141114111412,173.63736373637366,6.0104,25.5936,579.2312,10.14101410141015,59.52595259525954,11963.332175067093,17764.924468192552,0.6734243197311085
57.8472,45.30453045304531,54.965496549654965,60.70607060706071,117.15171517151715,5.6917,23.8454,408.782,9.660966096609656,56.445644564456444,7835.689107752455,11772.718768853583,0.6655802505435614
32.6194,19.94199419941994,29.702970297029704,35.64356435643565,98.54985498549856,5.8236,26.6263,428.3145,9.760976097609763,62.90629062906291,9221.250769248887,13479.69075530667,0.684084741752601
60.7757,46.424642464246425,57.62576257625763,64.1864186418642,129.87298729872987,6.3508,26.6824,247.0434,11.201120112011203,65.68656865686567,5306.04703312718,8016.49165896158,0.6618914181985815
140.439,126.71267126712672,137.47374737473748,143.4943494349435,200.0,5.9395,23.5707,241.8618,10.761076107610762,56.5056505650565,4552.239716085401,7008.249341014791,0.6495544742456665
62.9316,50.10501050105011,60.106010601060106,66.50665066506652,131.77317731773178,5.5338,24.1112,165.0971,10.001000100009996,65.26652665266526,3203.0587316826154,4873.238145951126,0.6572752317355637
43.0202,27.962796279627963,39.38393839383939,46.82468246824683,172.3172317231723,6.4405,23.4094,86.659,11.421142114211424,125.49254925492548,1716.239374959232,2706.4800623159385,0.6341223047808613
138.6447,124.53245324532453,135.23352335233525,141.81418141814183,199.83998399839984,6.201,23.8559,149.705,10.701070107010722,58.025802580258016,2852.3808906821478,4433.581841838205,0.6433581227181144
85.1938,72.98729872987299,82.44824482448246,88.14881488148815,146.4946494649465,5.5142,24.428,316.4748,9.460946094609469,58.34583458345834,6221.391455609846,9230.661955422811,0.6739919071518934
154.0291,138.63386338633865,150.53505350535053,159.57595759575958,200.0,6.2682,26.2834,70.6269,11.901190119011886,40.424042404240424,1180.2483880895645,2080.4815295770945,0.5672957780737794
158.1006,145.47454745474548,155.31553155315532,160.77607760776078,200.0,5.728,23.4299,656.4196,9.840984098409848,39.22392239223922,11147.94986214234,17390.43117853307,0.6410393018836409
133.9617,120.59205920592059,131.03310331033103,137.0937093709371,199.91999199919994,5.7121,24.5317,189.5908,10.441044104410437,62.826282628262845,3777.40224718886,5666.017806118107,0.6666767342506514
161.524,149.33493349334935,158.77587758775877,164.51645164516452,200.0,5.5853,24.5752,273.3752,9.440944094409417,35.48354835483548,4544.231082328454,7172.4548098192145,0.6335670565825418
66.5368,52.82528252825283,63.50635063506351,69.86698669866988,133.05330533053305,6.1886,26.3481,330.5606,10.681068106810685,63.18631863186317,6977.933655506172,10507.445385312982,0.664094211258974
115.3546,101.87018701870187,112.15121512151215,119.15191519151915,191.43914391439145,5.8814,26.5013,162.3206,10.281028102810282,72.2872287228723,3483.784033584043,5228.386172817267,0.6663211014703679
58.0359,44.224422442244226,54.925492549254926,60.88608860886089,116.53165316531654,6.3283,24.2479,584.8313,10.7010701070107,55.64556455645565,11337.683659210128,17413.970750100045,0.6510682613352267
120.0493,106.21062106210621,116.91169116911692,122.85228522852286,180.85808580858085,6.2447,23.3486,292.8733,10.701070107010707,58.00580058005799,5558.950353259133,8563.530661224064,0.6491423424721576
114.1224,100.35003500350035,111.03110311031104,117.47174717471748,189.83898389838984,6.0226,25.9663,165.4592,10.681068106810685,72.36723672367236,3543.778137625935,5284.889427950491,0.6705491545166029
74.0739,60.826082608260826,71.20712071207122,76.92769276927693,134.1734173417342,6.104,24.9294,612.7201,10.38103810381039,57.24572457245726,12251.716193338112,18450.83857069521,0.6640194778353903
86.0285,73.08730873087309,83.00830083008302,89.42894289428943,156.55565556555658,5.8386,26.0369,220.2446,9.920992099209926,67.12671267126714,4650.365531975088,6921.148704010486,0.6719066055148354
116.5136,103.65036503650366,113.69136913691369,119.37193719371938,178.31783178317832,5.9139,25.93,723.71,10.041004100410035,58.945894589458945,15076.418476309294,22240.30258728225,0.6778872911976699
41.007,25.262526252625264,37.08370837083709,46.184618461846185,199.81998199819984,6.344,26.2095,70.3524,11.821182118211823,153.63536353635365,1509.0586508749861,2391.65540220149,0.6309682613498232
120.6867,106.61066106610662,117.45174517451746,124.21242124212422,195.0995099509951,6.2519,26.3123,179.4418,10.84108410841084,70.88708870887088,3850.2487460538346,5814.144366067048,0.6622210429663475
137.5077,122.21222122212222,133.4933493349335,142.4742474247425,200.0,6.4503,26.7182,82.3307,11.281128112811274,57.52575257525751,1614.4647533244438,2641.392726625626,0.6112172328826389
159.9163,145.67456745674568,156.7756775677568,163.15631563156316,200.0,6.2811,25.0019,198.2612,11.10111011101111,36.84368436843684,3356.859961800658,5483.629402675895,0.6121602528724098
71.7388,58.12581258125813,68.72687268726872,74.94749474947496,137.11371137113713,6.0689,25.6979,325.0989,10.601060106010593,62.16621662166217,6717.450522121528,10109.324071692885,0.6644806788745707
113.3989,99.36993699369937,110.13101310131013,117.57175717571758,195.45954595459546,6.16,26.8657,158.6467,10.761076107610762,77.88778877887788,3448.0461316142005,5258.1458849177725,0.6557532269130113
81.0172,66.86668666866687,77.96779677967797,84.36843684368438,149.07490749074907,6.1994,26.048,255.2785,11.101110111011096,64.70647064706469,5359.13233564023,8100.805287926136,0.6615555053060911
169.4491,155.87558755875588,166.4766476647665,172.25722572257226,200.0,6.2014,24.7484,652.2247,10.601060106010607,27.742774277427742,9713.024663013612,16368.707256892634,0.5933898450608305
130.6023,117.13171317131713,127.47274727472748,136.4936493649365,200.0,5.7093,25.2587,65.0358,10.341034103410351,63.50635063506351,1195.6926954824985,1994.2875559746892,0.5995588208432234
113.0058,100.43004300430043,110.1910191019102,116.11161116111612,180.11801180118013,5.6097,26.7319,369.7849,9.76097609760977,64.00640064006402,7997.891950827425,11617.088229991132,0.6884592586789307
106.3641,92.12921292129214,103.03030303030303,109.23092309230924,167.95679567956796,6.3859,24.4524,292.6815,10.901090109010894,58.72587258725872,5788.543323088562,8862.326570690559,0.6531629450704742
133.4531,119.47194719471948,130.35303530353036,136.45364536453647,196.13961396139615,6.438,26.2226,766.2935,10.881088108810886,59.68596859685968,16081.37386501612,24252.337553076308,0.6630855203059082
95.702,82.00820082008201,92.52925292529254,98.52985298529853,158.4958495849585,6.1665,24.4492,325.962,10.52105210521053,59.965996599659974,6488.0832124663675,9811.323738457097,0.6612852032427855
135.9508,121.992199219922,132.83328332833284,138.8738873887389,196.75967596759676,6.4043,23.8436,351.8067,10.84108410841084,57.88578857885787,6765.7491685496625,10474.677507202032,0.645914794407538
158.0835,145.13451345134513,155.23552355235523,161.3961396139614,200.0,5.7695,25.4897,269.7911,10.101010101010104,38.603860386038605,4710.752210074748,7451.297368481049,0.6322056384437437
58.5968,44.78447844784478,55.46554655465547,62.10621062106211,129.03290329032905,6.0699,26.8631,260.1795,10.681068106810685,66.92669266926694,5625.479869425581,8415.468536440138,0.6684690038429207
103.8923,90.62906290629063,100.95009500950096,106.93069306930694,166.3766376637664,6.0022,25.5282,466.8048,10.321032103210328,59.44594459445945,9548.761014603284,14302.299726538815,0.6676381559033446
57.6596,42.12421242124213,54.04540454045405,61.84618461846185,155.03550355035503,6.4461,23.6015,93.6952,11.921192119211923,93.18931893189318,1816.1931046165146,2920.5224483143156,0.6218726740706259
117.5719,103.75037503750376,114.61146114611462,120.45204520452046,177.8977897789779,6.3264,24.9629,710.2406,10.861086108610863,57.44574457445745,14215.78059646513,21616.4586274947,0.6576368886984847
156.4208,143.5143514351435,153.5153515351535,159.87598759875988,200.0,5.8461,25.3419,232.1118,10.001000100010003,40.12401240124012,4078.771387896961,6482.804643216365,0.6291677155758512
55.7592,41.98419841984199,52.765276527652766,58.88588858885889,119.91199119911992,6.2787,26.3891,446.393,10.781078107810778,61.026102610261034,9427.697987542993,14157.460822128309,0.6659172930789516
108.2391,94.86948694869487,105.25052505250525,111.75117511751175,175.51755175517553,6.0967,26.9768,334.5941,10.381038103810383,63.76637663766378,7179.010366624892,10765.12500106604,0.6668766378387594
91.1907,78.42784278427843,88.46884688468847,94.00940094009401,150.11501150115012,5.8405,24.5226,767.3847,10.04100410041005,56.10561056105611,15072.63969411705,22571.046561322288,0.6677864782728109
33.7473,20.122012201220123,30.703070307030703,36.643664366436646,92.34923492349236,6.0877,23.3599,392.6342,10.58105810581058,55.705570557055715,7355.972154241145,11345.706727954386,0.648348519014418
71.824,58.50585058505851,68.86688668866887,75.08750875087509,136.77367736773678,6.0384,25.5472,345.2868,10.36103610361036,61.68616861686169,7069.206200799723,10668.546888850204,0.6626212805220751
72.6151,60.486048604860486,69.78697869786978,75.72757275727574,135.91359135913592,5.5295,25.1896,346.5357,9.300930093009299,60.186018601860184,7007.130033014331,10355.408289093684,0.6766638105804327
33.5754,19.601960196019604,30.403040304030405,36.683668366836685,95.06950695069507,6.404,25.3355,500.9708,10.801080108010801,58.38583858385839,10106.387081332648,15475.662041914327,0.6530503867272677
